date,ind,rain,ind,maxt,ind,mint,gmin,soil
03-Apr-14,0,0.3,0,13.9,0,8.5,7.8, 
04-Apr-14,0,1.9,0,13.7,0,8.6,8.1, 
05-Apr-14,0,12.6,0,13.7,0,8,8, 
06-Apr-14,0,0.5,0,11.6,0,5.5,5.5, 
07-Apr-14,0,3.8,0,10,0,4.5,5.2, 
08-Apr-14,0,0.4,0,10.7,0,7,5.9, 
09-Apr-14,0,4.5,0,12.2,0,7,7, 
10-Apr-14,0,0.6,0,11.2,0,6,6, 
11-Apr-14,0,3.2,0,10.3,0,7.5,7, 
12-Apr-14,0,0,0,11.5,0,8,6.1, 
13-Apr-14,0,0,0,11.4,0,6,3.5, 
14-Apr-14,0,0,0,12.6,0,4,3.7, 
15-Apr-14,0,0.7,0,17.2,0,8,6, 
16-Apr-14,0,0.9,0,10.6,0,7.5,5.5, 
17-Apr-14,0,0.9,0,11.3,0,6.2,5.5, 
18-Apr-14,0,1.3,0,13.2,0,8.1,8, 
19-Apr-14,0,0.2,0,13.3,0,6,4.5, 
20-Apr-14,0,0,0,15.4,0,7.5,6, 
21-Apr-14,0,0,0,18.1,0,10,8, 
22-Apr-14,0,3.2,0,14,0,9,8, 
23-Apr-14,0,0.5,0,14.4,0,6.5,5, 
24-Apr-14,0,0.5,0,14.5,0,7.5,5.5, 
25-Apr-14,0,9.1,0,14.6,0,8,7.1, 
26-Apr-14,0,0.4,0,14.9,0,7.7,6.4, 
27-Apr-14,0,0,0,16.8,0,8,7.5, 
28-Apr-14,0,0,0,17.6,0,9.5,9, 
29-Apr-14,0,1.2,0,16.6,0,7.5,7, 
30-Apr-14,0,5.7,0,14.9,0,9.5,8.5, 
01-May-14,0,0.5,0,15,0,10.1,8.2, 
02-May-14,0,1.2,0,14.5,0,10.5,9.5, 
03-May-14,0,5.5,0,14.8,0,10.8,10, 
04-May-14,1,4.7,0,16.3,0,11,10.5, 
05-May-14,1,4.3,0,13.4,0,9,7, 
06-May-14,0,10.3,0,12.5,0,7.5,6.5, 
07-May-14,0,1.7,0,11.8,0,8.8,7.8, 
08-May-14,0,3.2,0,12.9,0,8,7, 
09-May-14,0,4.4,0,13.1,0,8.5,7.8, 
10-May-14,0,3.2,0,13,0,9,7.5, 
11-May-14,0,0.8,0,12.2,0,7.5,6, 
12-May-14,0,0.7,0,13,0,8.4,6.8, 
13-May-14,0,1.1,0,13.9,0,10,7.8, 
14-May-14,0,0.1,0,13.5,0,10.5,8.5, 
15-May-14,0,0,0,16.7,0,10.5,8.2, 
16-May-14,0,0,0,16.3,0,8.6,7, 
17-May-14,0,32.2,0,14.8,0,10,7.6, 
18-May-14,0,0.8,0,11.7,0,8.2,5.4, 
19-May-14,0,11.2,0,12.2,0,4.1,2, 
20-May-14,0,17.4,0,14.5,0,9.5,8.5, 
21-May-14,0,1.2,0,13.1,0,8.5,6.5, 
22-May-14,0,5.3,0,11.3,0,7.5,5.5, 
23-May-14,0,2.2,0,12,0,7,5.5, 
24-May-14,0,0,0,13.1,0,7,7.2, 
25-May-14,0,5.1,0,13.6,0,9.8,9.5, 
26-May-14,0,0.9,0,13.9,0,8.5,6.9, 
27-May-14,0,0.9,0,16.5,0,8,5, 
28-May-14,0,0.1,0,19.7,0,7.1,5.4, 
29-May-14,0,0,0,18.3,0,5.5,6.3, 
30-May-14,0,0,0,17.8,0,8.5,7.8, 
31-May-14,0,2.7,0,16.7,0,7.4,4.8, 
01-Jun-14,0,3.4,0,15,0,10.2,9.5, 
02-Jun-14,0,1.1,0,12.7,0,8.9,6.6, 
03-Jun-14,0,1.5,0,14.3,0,6.5,5, 
04-Jun-14,0,1.7,0,13.4,0,5.4,1.9, 
05-Jun-14,0,2,0,14.4,0,7.5,6, 
06-Jun-14,0,1.5,0,15.9,0,11.2,8, 
07-Jun-14,0,3.4,0,19.8,0,10,8.5, 
08-Jun-14,0,2.6,0,17.4,0,10.5,8, 
09-Jun-14,0,21.1,0,17.5,0,10.4,7.2, 
10-Jun-14,0,0,0,17.6,0,10.3,10.1, 
11-Jun-14,0,0.5,0,17.5,0,11,10, 
12-Jun-14,0,7.4,0,17,0,13,11.5, 
13-Jun-14,0,1.5,0,17.3,0,12.4,11, 
14-Jun-14,0,0,0,17.4,0,8.5,7, 
15-Jun-14,0,0,0,18.3,0,9.5,8, 
16-Jun-14,0,0,0,20.2,0,11.5,9, 
17-Jun-14,0,0,0,22.1,0,10,9.5, 
18-Jun-14,0,0,0,19,0,11.3,10.4, 
19-Jun-14,0,0,0,19,0,11.2,10, 
20-Jun-14,0,0,0,18.3,0,10.8,9, 
21-Jun-14,0,0,0,18.5,0,12,10.5, 
22-Jun-14,0,0,0,17.6,0,8.5,9.5, 
23-Jun-14,0,0,0,18.8,0,11.4,9.9, 
24-Jun-14,4,0,0,19.7,0,13.2,11.6, 
25-Jun-14,0,3.7,0,20.4,0,13.2,12.1, 
26-Jun-14,0,7.9,0,19.3,0,12.4,10.6, 
27-Jun-14,0,0.2,0,20.5,0,8.5,8, 
28-Jun-14,0,0,0,17.3,0,7,7.5, 
29-Jun-14,0,0,0,18.1,0,10,6.5, 
30-Jun-14,0,0,0,20.6,0,8.7,6.6, 
01-Jul-14,0,0,0,21,0,8.6,7.2, 
02-Jul-14,0,3.3,0,17.5,0,11.1,9.4, 
03-Jul-14,0,13.5,0,17.2,0,13.1,11.5, 
04-Jul-14,0,1.6,0,15.9,0,9.5,7, 
05-Jul-14,0,8.1,0,15.2,0,10,7.5, 
06-Jul-14,0,2.1,0,15.8,0,10,8, 
07-Jul-14,0,3.2,0,16.5,0,11.1,7.5, 
08-Jul-14,0,0.4,0,16.8,0,10.5,6, 
09-Jul-14,0,1.1,0,16.1,0,13.5,11.5, 
10-Jul-14,0,0.4,0,18.2,0,14.4,12.4, 
11-Jul-14,0,1.5,0,19.1,0,13.4,11.5, 
12-Jul-14,0,1.1,0,16.6,0,11.4,9, 
13-Jul-14,0,12.4,0,16.5,0,14,9.5, 
14-Jul-14,0,1.8,0,18,0,11.7,8.8, 
15-Jul-14,0,17.4,0,17.8,0,13.1,11.5, 
16-Jul-14,0,1.4,0,18.3,0,12.5,10, 
17-Jul-14,0,1.6,0,19.5,0,14.4,11.4, 
18-Jul-14,0,0.7,0,20.3,0,14,12, 
19-Jul-14,0,0.3,0,18.2,0,13.5,11.5, 
20-Jul-14,0,0,0,19,0,14.5,12, 
21-Jul-14,0,1,0,19.6,0,15.5,12.5, 
22-Jul-14,0,8,0,20.6,0,16.4,14.1, 
23-Jul-14,0,2.2,0,21.1,0,16.2,14, 
24-Jul-14,0,1.1,0,21.5,0,14.1,13, 
25-Jul-14,0,0.4,0,22.1,0,15.4,12.3, 
26-Jul-14,4,0,0,18.5,0,12.6,11.7, 
27-Jul-14,0,0,0,18.1,0,14.4,11.7, 
28-Jul-14,0,1.1,0,18,0,13.2,11, 
29-Jul-14,0,0,0,17.1,0,13.9,11.1, 
30-Jul-14,0,1.2,0,17.8,0,13.5,12.5, 
31-Jul-14,0,6.9,0,17.6,0,12,10, 
01-Aug-14,0,0.1,0,18.1,0,8.5,4.9, 
02-Aug-14,0,2.7,0,17.5,0,12.6,10.4, 
03-Aug-14,0,0.9,0,18.2,0,10.6,8.5, 
04-Aug-14,0,0.3,0,19.6,0,12.5,10.6, 
05-Aug-14,0,7.6,0,19.9,0,14,12.5, 
06-Aug-14,0,1.4,0,17.7,0,11.8,8.6, 
07-Aug-14,0,6.7,0,18,0,12,9.6, 
08-Aug-14,0,3.1,0,17.6,0,11.5,8.5, 
09-Aug-14,0,0.3,0,18.1,0,9.9,7.5, 
10-Aug-14,0,3.2,0,17.1,0,12,9.5, 
11-Aug-14,0,1.9,0,17.1,0,11.2,8, 
12-Aug-14,0,2.6,0,17.3,0,13.3,10.4, 
13-Aug-14,0,9.3,0,16.8,0,11.5,9, 
14-Aug-14,0,0.5,0,16.6,0,10.2,6.6, 
15-Aug-14,4,0,0,17.1,0,13,11.3, 
16-Aug-14,0,2.2,0,15.2,0,11.3,8.6, 
17-Aug-14,0,1.4,0,16.1,0,10.2,8, 
18-Aug-14,0,3.8,0,15.6,0,9,5.5, 
19-Aug-14,0,0.2,0,15.5,0,8.6,5.1, 
20-Aug-14,0,1.6,0,15.6,0,10.8,9, 
21-Aug-14,0,2.2,0,16.3,0,9.9,7, 
22-Aug-14,0,1.1,0,15.7,0,8.4,4.7, 
23-Aug-14,0,0,0,15.5,0,6.5,3.1, 
24-Aug-14,0,0,0,16.6,0,6.4,2.9, 
25-Aug-14,0,6.5,0,17.8,0,11.2,8.5, 
26-Aug-14,0,0,0,17.9,0,13.5,10, 
27-Aug-14,0,1.7,0,16.7,0,11.8,8.6, 
28-Aug-14,0,18.9,0,16.1,0,11.9,10, 
29-Aug-14,0,2.7,0,16.6,0,13.4,10.9, 
30-Aug-14,0,0.3,0,15.7,0,11,8, 
31-Aug-14,0,2.6,0,16.8,0,10,9.9, 
01-Sep-14,0,0.1,0,16.6,4, , , 
02-Sep-14,0,0,0,16.6,4, , , 
03-Sep-14,0,0,0,18.6,4, , , 
04-Sep-14,0,0.5,0,18.5,4, , , 
05-Sep-14,0,0.1,0,15.9,4, , , 
06-Sep-14,0,0,0,16,4, , , 
07-Sep-14,0,0,0,15.7,4, , , 
08-Sep-14,0,0,0,16.6,4, , , 
09-Sep-14,0,0,0,17.5,4, , , 
10-Sep-14,0,0,0,20.7,4, , , 
11-Sep-14,0,0,0,20.4,4, , , 
12-Sep-14,0,0,0,19.7,4, , , 
13-Sep-14,0,0,0,20.6,4, , , 
14-Sep-14,0,0,0,19.6,4, , , 
15-Sep-14,0,0,0,19.1,4, , , 
16-Sep-14,0,0,0,19,4, , , 
17-Sep-14,0,0,0,19.8,4, , , 
18-Sep-14,0,0,0,20,4, , , 
19-Sep-14,0,0,0,16,4, , , 
20-Sep-14,0,0,0,17.4,4, , , 
21-Sep-14,0,0,0,17.8,4, , , 
22-Sep-14,0,3.6,0,16.6,4, , , 
23-Sep-14,0,2.4,0,15.4,4, , , 
24-Sep-14,0,1.5,0,15.8,4, , , 
25-Sep-14,0,3,0,17.4,4, , , 
26-Sep-14,0,0,0,15.9,4, , , 
27-Sep-14,0,0.3,0,17.9,4, , , 
28-Sep-14,0,1.1,0,17.5,4, , , 
29-Sep-14,0,2,0,18.4,4, , , 
30-Sep-14,0,5.6,0,16.2,4, , , 
01-Oct-14,0,0.3,0,14.6,0,13.5,6.1, 
02-Oct-14,0,10.4,0,16.4,0,7,3.6, 
03-Oct-14,0,1.2,0,13.6,0,9.8,5, 
04-Oct-14,0,2,0,13.2,0,7,5.1, 
05-Oct-14,0,10.6,0,14.2,0,7.8,4.5, 
06-Oct-14,0,4,0,11.8,0,6.5,2.5, 
07-Oct-14,0,1.9,0,12.8,0,3.5,1, 
08-Oct-14,0,3.1,0,13.7,0,7.5,7, 
09-Oct-14,0,0.9,0,13.8,0,8.5,4.1, 
10-Oct-14,0,0.5,0,13.6,0,7.2,4.1, 
11-Oct-14,0,0.5,0,14.4,0,6,3, 
12-Oct-14,4,0,0,15.1,0,7.9,2.5, 
13-Oct-14,0,0.5,0,13.2,0,5.4,2.1, 
14-Oct-14,0,0.1,0,13.1,0,8,5, 
15-Oct-14,0,12.7,0,13.2,0,8.5,6.5, 
16-Oct-14,0,1.5,0,17.2,0,10,8.5, 
17-Oct-14,0,3.7,0,16.6,0,9.9,9, 
18-Oct-14,0,10.9,0,16.2,0,12.4,10.3, 
19-Oct-14,0,5,0,13.6,0,10.1,8.1, 
20-Oct-14,0,14.2,0,14.4,0,8.5,5, 
21-Oct-14,0,2.4,0,12.7,0,8.4,5.8, 
22-Oct-14,0,3.1,0,13,0,8.8,8, 
23-Oct-14,0,6.9,0,13.7,0,8.5,5, 
24-Oct-14,0,4.3,0,12.5,0,8,5, 
25-Oct-14,1,3.9,0,13,0,9,5.5, 
26-Oct-14,1,6.6,0,14,0,10.4,8, 
27-Oct-14,0,24.5,0,14.9,0,8.9,6.1, 
28-Oct-14,0,0.1,0,11.8,0,8.2,4, 
29-Oct-14,0,0.1,0,15.1,0,7.4,4.5, 
30-Oct-14,0,21.3,0,15.8,0,7.9,6, 
31-Oct-14,0,7.2,0,15.7,0,11.8,11, 
01-Nov-14,0,10.1,0,13.1,4, , , 
02-Nov-14,0,13.1,0,10.2,4, , , 
03-Nov-14,0,4.5,0,9.8,4, , , 
04-Nov-14,0,0.9,0,12.1,4, , , 
05-Nov-14,0,22.1,0,13.3,4, , , 
06-Nov-14,0,6.7,0,13.2,4, , , 
07-Nov-14,0,4.4,0,13.2,4, , , 
08-Nov-14,0,1.7,0,11.7,4, , , 
09-Nov-14,0,1.2,0,11.6,4, , , 
10-Nov-14,0,2.5,0,9.9,4, , , 
11-Nov-14,0,0.2,0,10.1,4, , , 
12-Nov-14,0,15.1,0,10,4, , , 
13-Nov-14,0,7.2,0,9.2,4, , , 
14-Nov-14,4,0,0,12.4,4, , , 
15-Nov-14,0,0,0,11.2,4, , , 
16-Nov-14,0,0,0,10.8,4, , , 
17-Nov-14,0,1.2,0,11.1,4, , , 
18-Nov-14,4,0,0,11.4,4, , , 
19-Nov-14,4,0,0,11.8,4, , , 
20-Nov-14,0,0.5,0,9.5,4, , , 
21-Nov-14,0,9.6,0,11.2,4, , , 
22-Nov-14,0,2.1,0,9.4,4, , , 
23-Nov-14,0,0.1,0,9.6,4, , , 
24-Nov-14,0,1.6,0,10.8,4, , , 
25-Nov-14,0,1.5,0,9,4, , , 
26-Nov-14,4,0,0,9.2,4, , , 
27-Nov-14,0,0,0,10,4, , , 
28-Nov-14,0,0,0,12.1,4, , , 
29-Nov-14,0,1.3,0,11.2,4, , , 
30-Nov-14,0,2.6,0,11.9,4, , , 
01-Dec-14,0,3.6,0,8.6,0,1.5, , 
02-Dec-14,0,0.5,0,8.7,0,3.5, , 
03-Dec-14,0,2.2,0,8.9,0,4.5, , 
04-Dec-14,0,3.6,0,9.2,0,2.5, , 
05-Dec-14,0,3,0,10.2,0,4.2, , 
06-Dec-14,0,7.5,0,10.6,0,2.3, , 
07-Dec-14,0,4.9,0,7.3,0,1.8, , 
08-Dec-14,0,3.2,0,11.1,0,2, , 
09-Dec-14,0,10.1,0,11.9,0,5.5, , 
10-Dec-14,0,4.2,0,8.5,0,2, , 
11-Dec-14,0,10.3,0,6.5,0,2.1, , 
12-Dec-14,1,6.4,0,6.8,0,1.8, , 
13-Dec-14,1,7.5,0,9.4,0,2, , 
14-Dec-14,0,3.5,0,8.8,0,3.5, , 
15-Dec-14,0,0.7,0,8.2,0,3.3, , 
16-Dec-14,0,15.1,0,11.8,0,5.1, , 
17-Dec-14,0,12.6,0,11.5,0,7.5, , 
18-Dec-14,0,4.1,0,11.2,0,9, , 
19-Dec-14,0,2.5,0,8.4,0,3.9, , 
20-Dec-14,0,1.9,0,10.7,0,3.5, , 
21-Dec-14,0,25.1,0,11.4,0,8.3, , 
22-Dec-14,0,37.4,0,11,0,7.1, , 
23-Dec-14,0,2.4,0,8.5,0,7, , 
24-Dec-14,0,1.9,0,8.4,0,3, , 
25-Dec-14,0,6.3,0,6.5,0,2, , 
26-Dec-14,0,9.7,0,6.1,0,1.1, , 
27-Dec-14,0,2.1,0,4.5,1,-1, , 
28-Dec-14,0,0.3,0,6.7,1,-0.3, , 
29-Dec-14,0,0,0,10,0,2.5, , 
30-Dec-14,0,5.5,0,11.3,0,2, , 
31-Dec-14,0,13.4,0,12.2,0,3.6, , 
01-Jan-15,0,13.9,0,12.6,4, , , 
02-Jan-15,0,4.2,0,8.6,4, , , 
03-Jan-15,0,0.3,0,7.8,4, , , 
04-Jan-15,0,0.2,0,11.6,4, , , 
05-Jan-15,0,21.1,0,10.1,4, , , 
06-Jan-15,0,23.1,0,11.1,4, , , 
07-Jan-15,0,13.1,0,12,4, , , 
08-Jan-15,0,8.7,0,12.1,4, , , 
09-Jan-15,0,28.1,0,12.5,4, , , 
10-Jan-15,0,2.6,0,8.1,4, , , 
11-Jan-15,0,10.3,0,10.2,4, , , 
12-Jan-15,0,7.7,0,7.1,4, , , 
13-Jan-15,0,6.9,0,5.2,4, , , 
14-Jan-15,0,26.1,0,9.8,4, , , 
15-Jan-15,0,7.2,0,9.5,4, , , 
16-Jan-15,0,3.8,0,5.6,4, , , 
17-Jan-15,0,2.9,0,5.3,4, , , 
18-Jan-15,0,0.3,0,7.2,4, , , 
19-Jan-15,0,5,0,3.9,4, , , 
20-Jan-15,0,7.1,0,6.2,4, , , 
21-Jan-15,0,3.6,0,5.8,4, , , 
22-Jan-15,0,3.2,0,9.8,4, , , 
23-Jan-15,0,4.6,0,10,4, , , 
24-Jan-15,0,4.4,0,10.2,4, , , 
25-Jan-15,0,6.5,0,10.6,4, , , 
26-Jan-15,0,1.1,0,8,4, , , 
27-Jan-15,0,6.9,0,9.5,4, , , 
28-Jan-15,0,6.1,0,5.9,4, , , 
29-Jan-15,0,7,0,6.6,4, , , 
30-Jan-15,0,2.1,0,6.8,4, , , 
31-Jan-15,0,1.2,0,6.1,4, , , 
01-Feb-15,0,0.2,0,6.4,4, , , 
02-Feb-15,0,9.7,0,5,4, , , 
03-Feb-15,0,0.1,0,5.6,4, , , 
04-Feb-15,0,0,0,6.8,4, , , 
05-Feb-15,0,0.5,0,8.8,4, , , 
06-Feb-15,0,0.3,0,6.6,4, , , 
07-Feb-15,0,0.2,0,8.5,4, , , 
08-Feb-15,0,0,0,8.7,4, , , 
09-Feb-15,0,0.5,0,8.1,4, , , 
10-Feb-15,0,0,0,6.2,4, , , 
11-Feb-15,0,0,0,8,4, , , 
12-Feb-15,0,4,0,8.7,4, , , 
13-Feb-15,0,0,0,8.5,4, , , 
14-Feb-15,0,2.5,0,9.1,4, , , 
15-Feb-15,0,17.1,0,9,4, , , 
16-Feb-15,0,1.5,0,7.5,4, , , 
17-Feb-15,0,4.2,0,10.1,4, , , 
18-Feb-15,0,9.6,0,10.6,4, , , 
19-Feb-15,0,2.2,0,8.4,4, , , 
20-Feb-15,0,4.9,0,6.6,4, , , 
21-Feb-15,0,7,0,9.5,4, , , 
22-Feb-15,0,6.7,0,10.2,4, , , 
23-Feb-15,0,9.4,0,7.4,4, , , 
24-Feb-15,0,2.1,0,9.4,4, , , 
25-Feb-15,0,4.6,0,11,4, , , 
26-Feb-15,0,2.2,0,6.8,4, , , 
27-Feb-15,0,2.9,0,8.6,4, , , 
28-Feb-15,0,9.1,0,10.9,4, , , 
01-Mar-15,0,4.5,0,6.9,0,1.5, , 
02-Mar-15,0,4.7,0,5,1,-1.5, , 
03-Mar-15,0,4.2,0,6.5,0,0, , 
04-Mar-15,0,0.5,0,9.9,0,3.5, , 
05-Mar-15,0,0.6,0,10.1,0,6.5, , 
06-Mar-15,0,23.3,0,11,0,6.7, , 
07-Mar-15,1,7.2,0,11.6,4, , , 
08-Mar-15,1,5.4,0,11.5,0,0.5, , 
09-Mar-15,0,1.5,0,11.3,0,2.2, , 
10-Mar-15,0,7.3,0,11.5,0,3.8, , 
11-Mar-15,0,13.9,0,12,0,4.2, , 
12-Mar-15,0,0.3,0,9.2,0,0.5, , 
13-Mar-15,0,0,0,9.2,0,1.5, , 
14-Mar-15,0,0,0,9.9,0,1, , 
15-Mar-15,4,0,0,8.6,0,1, , 
16-Mar-15,0,0,0,8.4,0,2, , 
17-Mar-15,0,0,0,10.6,0,2.5, , 
18-Mar-15,0,0,0,12.4,0,3.2, , 
19-Mar-15,0,0.9,0,11.2,0,6.5, , 
20-Mar-15,0,0.2,0,10.1,0,4.8, , 
21-Mar-15,0,0,0,11,0,4.1, , 
22-Mar-15,0,2.2,0,10,0,5, , 
23-Mar-15,0,3.5,0,9.2,0,2.5, , 
24-Mar-15,0,0.9,0,9.2,0,0.8, , 
25-Mar-15,0,8.9,0,9.1,0,4.3, , 
26-Mar-15,0,0.7,0,9.2,0,4, , 
27-Mar-15,0,16.1,0,11.8,0,7, , 
28-Mar-15,0,12.5,0,10,0,4.5, , 
29-Mar-15,0,1.2,0,9,0,5, , 
30-Mar-15,0,7.2,0,11.9,0,3, , 
31-Mar-15,0,0.3,0,8.2,0,4, , 
01-Apr-15,0,6.5,0,12.1,0,5.5, , 
02-Apr-15,0,9.5,0,12.8,0,6.5, , 
03-Apr-15,0,0.2,0,10.4,0,7, , 
04-Apr-15,0,0,0,15.6,0,5.5, , 
05-Apr-15,0,0,0,15.1,0,6.8, , 
06-Apr-15,0,0,0,13.1,0,5.2, , 
07-Apr-15,0,0,0,13.3,0,4.5, , 
08-Apr-15,0,0,0,15.4,0,3, , 
09-Apr-15,0,0,0,13.6,0,4.2, , 
10-Apr-15,0,8.5,0,14.1,0,3.2, , 
11-Apr-15,0,14.1,0,9.2,0,2, , 
12-Apr-15,0,1,0,10.5,0,2.5, , 
13-Apr-15,0,1.2,0,12.1,0,4.4, , 
14-Apr-15,0,5.5,0,10.8,0,6.3, , 
15-Apr-15,0,0.2,0,10.5,0,2.5, , 
16-Apr-15,0,0,0,13.5,0,2, , 
17-Apr-15,0,0,0,15.2,0,5.1, , 
18-Apr-15,0,0,0,16.5,0,4.5, , 
19-Apr-15,0,0,0,16.3,0,4, , 
20-Apr-15,0,0,0,15.7,0,3.5, , 
21-Apr-15,0,0,0,17.5,0,5.1, , 
22-Apr-15,0,0,0,19.4,0,5.1, , 
23-Apr-15,0,0,0,16.5,0,2.3, , 
24-Apr-15,0,17.5,0,13.5,0,5.5, , 
25-Apr-15,0,0,0,10.1,0,2, , 
26-Apr-15,0,2.3,0,9,0,2, , 
27-Apr-15,0,2.7,0,8.4,0,2.5, , 
28-Apr-15,0,9,0,8.5,0,2.7, , 
29-Apr-15,0,1.7,0,10.6,0,4.1, , 
30-Apr-15,0,0,0,12.6,0,2.5, , 
01-May-15,0,4.4,0,13.5,0,5, , 
02-May-15,0,7.4,0,12,0,6, , 
03-May-15,0,2.5,0,13.6,0,7.5, , 
04-May-15,0,4.5,0,12.9,0,7, , 
05-May-15,0,14,0,10.1,0,6, , 
06-May-15,0,0.3,0,13.5,0,3.5, , 
07-May-15,4,0,0,11,0,2.5, , 
08-May-15,1,0.7,0,11.2,0,5.5, , 
09-May-15,1,9.6,0,13.8,0,9, , 
10-May-15,0,7.4,0,14.1,0,10, , 
11-May-15,0,2.1,0,13,0,7, , 
12-May-15,0,1.1,0,12.1,0,7.5, , 
13-May-15,4,0,0,15.9,0,3, , 
14-May-15,0,0,0,16.5,0,9, , 
15-May-15,0,5.4,0,13.5,0,7, , 
16-May-15,0,0.5,0,11.8,0,7, , 
17-May-15,0,8.3,0,11,0,6, , 
18-May-15,0,4,0,10.6,0,5.5, , 
19-May-15,0,0.4,0,12.8,0,8.5, , 
20-May-15,1,0.3,0,14,0,5.8, , 
21-May-15,1,3.4,0,12.5,0,9, , 
22-May-15,0,0.9,0,12.3,0,7.9, , 
23-May-15,0,3.3,0,13.5,0,8, , 
24-May-15,0,1,0,12,0,7, , 
25-May-15,0,0.6,0,13.5,0,8.5, , 
26-May-15,0,0.1,0,11.8,0,8, , 
27-May-15,0,8.4,0,12.6,0,7, , 
28-May-15,0,5.4,0,12.1,0,6, , 
29-May-15,0,0.6,0,11.5,0,5.5, , 
30-May-15,0,6.5,0,12,0,5.6, , 
31-May-15,0,9.4,0,11.1,0,5.8, , 
01-Jun-15,0,13,0,11,0,7, , 
02-Jun-15,0,1,0,12.1,0,7.5, , 
03-Jun-15,0,2.7,0,14.2,0,8.5, , 
04-Jun-15,0,6.1,0,13.1,0,8, , 
05-Jun-15,0,5.9,0,12.8,0,8, , 
06-Jun-15,4,0,0,13.1,0,7.5, , 
07-Jun-15,4,0,0,13.6,0,5, , 
08-Jun-15,4,0,0,14.1,0,4, , 
09-Jun-15,0,0.1,0,15,0,4.7, , 
10-Jun-15,4,0,0,16.5,0,5, , 
11-Jun-15,0,0,0,19.5,0,8.5, , 
12-Jun-15,0,0,0,16.2,0,9.8, , 
13-Jun-15,0,0,0,13.1,0,5, , 
14-Jun-15,0,0,0,16.5,0,6, , 
15-Jun-15,0,0,0,16.2,0,11, , 
16-Jun-15,0,6,0,14.5,0,12.2, , 
17-Jun-15,0,0.2,0,14.1,0,10, , 
18-Jun-15,0,0,0,14,0,10.5, , 
19-Jun-15,0,1.6,0,15.6,0,9.2, , 
20-Jun-15,0,1.3,0,14.8,0,11.1, , 
21-Jun-15,0,0.6,0,13.5,0,9.5, , 
22-Jun-15,0,0,0,14.6,0,9.2, , 
23-Jun-15,0,0,0,17.5,0,6.5, , 
24-Jun-15,0,2,0,17,0,13, , 
25-Jun-15,0,3.5,0,19,0,11.5, , 
26-Jun-15,0,1,0,17,0,12, , 
27-Jun-15,0,6.3,0,16.1,0,12.2, , 
28-Jun-15,0,0.2,0,16.5,0,12.5, , 
29-Jun-15,0,1.6,0,18,0,11.8, , 
30-Jun-15,0,0.7,0,17,0,15, , 
01-Jul-15,0,8.3,0,17.5,0,11.5, , 
02-Jul-15,4,0,0,18.5,0,12.5, , 
03-Jul-15,0,2,0,22.9,0,13.6, , 
04-Jul-15,0,0,0,18.5,0,14, , 
05-Jul-15,0,2.6,0,18.5,0,11.2, , 
06-Jul-15,0,6.2,0,18.3,0,10, , 
07-Jul-15,0,3,0,15,0,12.5, , 
08-Jul-15,0,0,0,15,0,11.3, , 
09-Jul-15,0,11.1,0,16.5,0,8.5, , 
10-Jul-15,0,8.9,0,17.9,0,12.5, , 
11-Jul-15,0,10.1,0,15.5,0,11.5, , 
12-Jul-15,0,13.5,0,16.5,0,12, , 
13-Jul-15,0,0,0,16,0,13, , 
14-Jul-15,4,0,0,17.2,0,9, , 
15-Jul-15,4,0,0,16,0,7.8, , 
16-Jul-15,0,6.1,0,16.9,0,9.5, , 
17-Jul-15,0,2.5,0,15,0,10.5, , 
18-Jul-15,0,16,0,15.5,0,9, , 
19-Jul-15,0,2.6,0,15.2,0,10, , 
20-Jul-15,0,4.5,0,16.2,0,11, , 
21-Jul-15,0,0.6,0,15.2,0,11.2, , 
22-Jul-15,0,1.2,0,15.1,0,9, , 
23-Jul-15,0,1.5,0,15.2,0,9.5, , 
24-Jul-15,0,1.5,0,15.5,0,7.5, , 
25-Jul-15,0,16.1,0,15.1,0,9, , 
26-Jul-15,0,2.7,0,17.8,0,10.5, , 
27-Jul-15,0,1.9,0,15.5,0,12, , 
28-Jul-15,0,1.1,0,14.1,0,9, , 
29-Jul-15,0,0,0,14.5,0,9.5, , 
30-Jul-15,0,8.4,0,15.5,0,10, , 
31-Jul-15,0,10,0,15,0,10.5, , 
01-Aug-15,0,5.1,0,15.5,0,11.1,10.6, 
02-Aug-15,0,12.1,0,16,0,12,10, 
03-Aug-15,0,17.1,0,16.1,0,11,10.5, 
04-Aug-15,0,4,0,14,0,10,11, 
05-Aug-15,0,1.5,0,15.5,0,10.5,10.5, 
06-Aug-15,0,0.3,0,16.4,0,9.3,9.6, 
07-Aug-15,0,0.1,0,16.5,0,10.6,10.3, 
08-Aug-15,0,9.2,0,15,0,12.6,11.3, 
09-Aug-15,0,12.5,0,16.6,0,13.5,13, 
10-Aug-15,0,3.4,0,15.1,0,10.5,10.5, 
11-Aug-15,4,0,0,15.4,0,11.5,11, 
12-Aug-15,0,0.1,0,15.1,0,10,10.5, 
13-Aug-15,0,1.1,0,16.5,0,10.5,11, 
14-Aug-15,0,4.7,0,14.8,0,10.8,8.6, 
15-Aug-15,4,0,0,15.1,0,10,8.5, 
16-Aug-15,0,0,0,17.1,0,8.5,8.5, 
17-Aug-15,0,0,0,20.2,0,10.4,8.8, 
18-Aug-15,1,4.2,0,21.3,0,11,9.4, 
19-Aug-15,1,1.4,0,16.6,0,13.3,12, 
20-Aug-15,1,4.4,0,18.6,0,12.2,11.4, 
